Device,TestName,Date,X-Position1,Y-Position1,Z-Position1,X-Rotation1,Y-Rotation1,Z-Rotation2,X-Position2,Y-Position2,Z-Position2,X-Rotation2,Y-Rotation2,Z-Rotation2,X-Position3,Y-Position3,Z-Position3,X-Rotation3,Y-Rotation3,Z-Rotation3
Trackers,FirstBigTest,2022-05-11T15:06:42,0.5674425,-1.043306,6.648065,-0.6881493,0.1944621,0.1881446,1.075944,-1.32048,7.141779,-0.6971076,0.1595502,0.1679053,0.7139523,-1.321744,7.337864,-0.6969978,0.175081,0.1741598
Trackers,FirstBigTest,2022-05-11T15:06:42,0.5674933,-1.043359,6.648027,-0.688079,0.194567,0.1881412,1.075915,-1.320454,7.141519,-0.6974213,0.159573,0.1672942,0.7137783,-1.321233,7.338286,-0.6978241,0.1742069,0.1741122
Trackers,FirstBigTest,2022-05-11T15:06:42,0.5675405,-1.043216,6.648105,-0.6880152,0.1943807,0.1881487,1.075925,-1.32034,7.141775,-0.6972422,0.1598148,0.167464,0.7137865,-1.321319,7.338278,-0.6982871,0.1736567,0.174144
Trackers,FirstBigTest,2022-05-11T15:06:43,0.5675206,-1.043359,6.648179,-0.6879669,0.1945317,0.1881802,1.075981,-1.320596,7.141878,-0.6970502,0.1597695,0.1677424,0.7140002,-1.321677,7.337969,-0.6976973,0.1743384,0.1741852
Trackers,FirstBigTest,2022-05-11T15:06:43,0.5675094,-1.043287,6.648035,-0.6881456,0.1944036,0.1880676,1.076072,-1.320611,7.141894,-0.697463,0.1597092,0.1672272,0.7138718,-1.321373,7.338285,-0.6979864,0.1740715,0.1741899
Trackers,FirstBigTest,2022-05-11T15:06:43,0.5674772,-1.043313,6.648072,-0.6880841,0.1944766,0.1882613,1.076033,-1.32076,7.142127,-0.6973832,0.1598393,0.1669523,0.7139602,-1.321849,7.337833,-0.6979589,0.1742941,0.1741289
Trackers,FirstBigTest,2022-05-11T15:06:44,0.5674375,-1.043305,6.648126,-0.6881373,0.1944827,0.1882229,1.07585,-1.320364,7.141672,-0.6973794,0.159842,0.1672338,0.7138131,-1.321415,7.338212,-0.6972134,0.1747193,0.1741822
Trackers,FirstBigTest,2022-05-11T15:06:44,0.5675751,-1.043254,6.648051,-0.688217,0.1945506,0.1880674,1.076027,-1.32052,7.141761,-0.69728,0.1597465,0.1675327,0.7138832,-1.32141,7.338247,-0.6971178,0.1748039,0.174392
Trackers,FirstBigTest,2022-05-11T15:06:44,0.5673845,-1.043257,6.648072,-0.6882561,0.1945859,0.1879176,1.075858,-1.32053,7.141928,-0.6971919,0.1597253,0.1677123,0.713737,-1.321303,7.338269,-0.6974529,0.1746584,0.1739733
Trackers,FirstBigTest,2022-05-11T15:06:45,0.5674783,-1.043367,6.648102,-0.6883518,0.1944781,0.1881234,1.075913,-1.320393,7.141869,-0.6972156,0.1597199,0.1674992,0.7141905,-1.322105,7.337842,-0.697633,0.1748059,0.1742948
Trackers,FirstBigTest,2022-05-11T15:06:45,0.5674947,-1.043228,6.648025,-0.6882806,0.1945533,0.188142,1.075931,-1.320264,7.141766,-0.6972108,0.1597185,0.1674929,0.7138465,-1.321545,7.338208,-0.6974473,0.174818,0.1741377
Trackers,FirstBigTest,2022-05-11T15:06:45,0.5675464,-1.043329,6.648025,-0.6881229,0.1945947,0.1880837,1.075974,-1.320447,7.141832,-0.697329,0.1597571,0.1674853,0.7138347,-1.321365,7.338259,-0.6974075,0.1746379,0.1740405
Trackers,FirstBigTest,2022-05-11T15:06:46,0.5674113,-1.043187,6.648084,-0.6880671,0.1945272,0.1881384,1.075859,-1.320317,7.142107,-0.697152,0.1595668,0.1677186,0.7139361,-1.321737,7.337972,-0.6970429,0.174896,0.1741735
Trackers,FirstBigTest,2022-05-11T15:06:46,0.5675343,-1.043239,6.648094,-0.6881013,0.194464,0.1880922,1.075733,-1.320321,7.141817,-0.6972259,0.1597544,0.167358,0.713807,-1.321512,7.338209,-0.6971945,0.1748957,0.1741492
Trackers,FirstBigTest,2022-05-11T15:06:46,0.5674916,-1.043285,6.648008,-0.6882446,0.1944788,0.1879894,1.075804,-1.320409,7.141897,-0.6971827,0.159768,0.1675587,0.7138647,-1.321344,7.338108,-0.6979998,0.1742718,0.173802
Trackers,FirstBigTest,2022-05-11T15:06:47,0.5674948,-1.043359,6.648079,-0.6881869,0.1945169,0.1881732,1.075877,-1.320407,7.141919,-0.6973252,0.1596799,0.1672705,0.7138445,-1.321339,7.338281,-0.69824,0.173971,0.1738922
Trackers,FirstBigTest,2022-05-11T15:06:47,0.5674559,-1.043203,6.648109,-0.6882094,0.1944428,0.188202,1.075612,-1.320441,7.142124,-0.697033,0.1596943,0.1677137,0.714053,-1.321883,7.337839,-0.6980505,0.1742178,0.1741881
Trackers,FirstBigTest,2022-05-11T15:06:47,0.5674736,-1.043317,6.648059,-0.6881779,0.1944583,0.1881995,1.075776,-1.320253,7.141955,-0.6971191,0.1596533,0.1676311,0.7138764,-1.321433,7.338132,-0.6974877,0.1746967,0.1743488
Trackers,FirstBigTest,2022-05-11T15:06:48,0.5676016,-1.043408,6.648126,-0.6880378,0.1945919,0.1879579,1.075812,-1.320346,7.142146,-0.6974211,0.1596033,0.1672273,0.7138,-1.321455,7.338288,-0.6979281,0.1741605,0.1740257
Trackers,FirstBigTest,2022-05-11T15:06:48,0.5674554,-1.043359,6.648007,-0.6881257,0.1945781,0.1882034,1.075892,-1.320441,7.142066,-0.697505,0.1596437,0.1674586,0.713944,-1.321667,7.337856,-0.6975657,0.1745224,0.1742845
Trackers,FirstBigTest,2022-05-11T15:06:48,0.5675155,-1.043334,6.647948,-0.6880779,0.1944825,0.1880677,1.075835,-1.320563,7.142203,-0.6974838,0.1595579,0.1671823,0.7138176,-1.321464,7.338137,-0.6982419,0.1737218,0.174208
Trackers,FirstBigTest,2022-05-11T15:06:49,0.5674889,-1.043333,6.647935,-0.6879854,0.194471,0.1879362,1.075816,-1.320381,7.141961,-0.6971976,0.159649,0.1677308,0.7138102,-1.32138,7.338198,-0.6985109,0.1736472,0.1742089
Trackers,FirstBigTest,2022-05-11T15:06:49,0.5674679,-1.043375,6.648007,-0.6881579,0.1944942,0.1880159,1.07591,-1.320562,7.142276,-0.6975831,0.1595689,0.1672595,0.7137086,-1.321165,7.338146,-0.6980903,0.1742486,0.1742729
Trackers,FirstBigTest,2022-05-11T15:06:49,0.5674844,-1.043434,6.648095,-0.6880019,0.1944362,0.1879892,1.075813,-1.32036,7.142084,-0.6976755,0.159653,0.1670287,0.7138275,-1.321334,7.338196,-0.6977291,0.1743011,0.174487
Trackers,FirstBigTest,2022-05-11T15:06:50,0.567508,-1.043393,6.64799,-0.6881922,0.1942912,0.1882652,1.075714,-1.320224,7.14212,-0.6973688,0.1598693,0.1673465,0.7136576,-1.321242,7.338186,-0.6978669,0.1738758,0.1746005
Trackers,FirstBigTest,2022-05-11T15:06:50,0.5675325,-1.043295,6.648068,-0.6882687,0.1944075,0.188261,1.075813,-1.320367,7.142383,-0.6971647,0.159703,0.1676889,0.7139204,-1.321579,7.338032,-0.6972839,0.1749205,0.174393
Trackers,FirstBigTest,2022-05-11T15:06:50,0.5674493,-1.043252,6.648091,-0.6881964,0.1943829,0.1882348,1.075691,-1.320367,7.141944,-0.697395,0.1597883,0.167242,0.7137959,-1.321526,7.33812,-0.6977838,0.1744793,0.1740543
Trackers,FirstBigTest,2022-05-11T15:06:51,0.5674564,-1.043251,6.648103,-0.6882985,0.1943374,0.1881699,1.07576,-1.320252,7.142208,-0.69682,0.1598125,0.1678161,0.7138225,-1.321463,7.338179,-0.6974465,0.1744357,0.1745065
Trackers,FirstBigTest,2022-05-11T15:06:51,0.5675381,-1.04334,6.64816,-0.6880668,0.1944485,0.1881727,1.075758,-1.320181,7.142171,-0.6971872,0.1597804,0.1674297,0.7139421,-1.32187,7.337721,-0.6976863,0.1745416,0.1745904
Trackers,FirstBigTest,2022-05-11T15:06:51,0.5674909,-1.043258,6.648101,-0.6879537,0.194432,0.1881344,1.075704,-1.320161,7.141893,-0.6974708,0.1597362,0.1670508,0.7138108,-1.321474,7.338151,-0.6981708,0.1737333,0.1744575
Trackers,FirstBigTest,2022-05-11T15:06:52,0.5674896,-1.04325,6.648073,-0.688156,0.1943719,0.1881326,1.075773,-1.320318,7.142471,-0.6970179,0.1597591,0.1675507,0.7138246,-1.321314,7.338128,-0.6975743,0.1743401,0.174433
Trackers,FirstBigTest,2022-05-11T15:06:52,0.5674732,-1.043323,6.648066,-0.6881568,0.1944376,0.188188,1.075663,-1.320179,7.142065,-0.6972186,0.1596217,0.1674522,0.7138948,-1.321505,7.338205,-0.6980527,0.1740153,0.1743145
Trackers,FirstBigTest,2022-05-11T15:06:52,0.5674322,-1.043291,6.648061,-0.6881766,0.1943277,0.1883105,1.075663,-1.320212,7.142178,-0.6972928,0.1596933,0.1673751,0.7140311,-1.322056,7.337574,-0.6978547,0.1743957,0.1742719
Trackers,FirstBigTest,2022-05-11T15:06:53,0.5674736,-1.043304,6.648003,-0.688205,0.1944094,0.1880944,1.075741,-1.320368,7.142506,-0.697372,0.1597778,0.1673663,0.7138318,-1.321557,7.338015,-0.6986274,0.1737276,0.1741444
Trackers,FirstBigTest,2022-05-11T15:06:53,0.567448,-1.043335,6.64816,-0.6882697,0.1943681,0.1881251,1.075767,-1.320374,7.142352,-0.6975541,0.1595819,0.167141,0.7138337,-1.321355,7.338287,-0.6979844,0.1745279,0.1742432
Trackers,FirstBigTest,2022-05-11T15:06:53,0.5675029,-1.043273,6.648056,-0.6882361,0.1944882,0.1881763,1.07567,-1.320039,7.142251,-0.6972495,0.1598419,0.1675674,0.7140592,-1.322045,7.337446,-0.6975484,0.1748203,0.1741565
Trackers,FirstBigTest,2022-05-11T15:06:54,0.5674531,-1.043337,6.648153,-0.6882549,0.1945427,0.1881167,1.075665,-1.32018,7.142522,-0.6972811,0.1597619,0.1672686,0.7138561,-1.321546,7.338075,-0.6982797,0.174141,0.1740661
Trackers,FirstBigTest,2022-05-11T15:06:54,0.5675054,-1.043335,6.648028,-0.6881547,0.1944665,0.1881675,1.075679,-1.320141,7.14221,-0.69721,0.1596644,0.1674983,0.7138922,-1.321578,7.338008,-0.6987109,0.1735124,0.1742783
Trackers,FirstBigTest,2022-05-11T15:06:54,0.5675984,-1.04331,6.648033,-0.6881923,0.194435,0.1881174,1.075814,-1.320321,7.14234,-0.6973135,0.1597008,0.1673279,0.7141156,-1.321962,7.337659,-0.6980934,0.1742466,0.1743095
Trackers,FirstBigTest,2022-05-11T15:06:55,0.5675225,-1.043428,6.648114,-0.6882792,0.1942925,0.1881725,1.07573,-1.320053,7.14223,-0.6971347,0.15966,0.1675158,0.7138451,-1.321556,7.338085,-0.6978543,0.1743874,0.1742742
Trackers,FirstBigTest,2022-05-11T15:06:55,0.567525,-1.04335,6.648032,-0.688269,0.194432,0.1880712,1.075716,-1.320279,7.142545,-0.6971817,0.1596533,0.1673778,0.7139047,-1.321528,7.338053,-0.698019,0.1743227,0.1741817
Trackers,FirstBigTest,2022-05-11T15:06:55,0.5674835,-1.043377,6.647953,-0.6882743,0.1945384,0.1881631,1.075562,-1.320409,7.142529,-0.6975781,0.1594148,0.1669015,0.7138034,-1.321397,7.338163,-0.6978301,0.1744208,0.1742331
Trackers,FirstBigTest,2022-05-11T15:06:56,0.5674558,-1.043287,6.648124,-0.6881948,0.1944213,0.188094,1.075734,-1.319896,7.142081,-0.697526,0.1598228,0.1673511,0.7139726,-1.321669,7.33812,-0.6981255,0.1741733,0.1740681
Trackers,FirstBigTest,2022-05-11T15:06:56,0.5674296,-1.043164,6.64799,-0.68819,0.1944055,0.188088,1.075745,-1.320526,7.142498,-0.6974558,0.1594333,0.1675916,0.7137699,-1.321381,7.338004,-0.6981803,0.1746038,0.1738497
Trackers,FirstBigTest,2022-05-11T15:06:56,0.5675071,-1.043315,6.648083,-0.6882808,0.1945158,0.188071,1.075583,-1.320302,7.142579,-0.6976859,0.1594921,0.1671967,0.7138004,-1.321383,7.33805,-0.6978446,0.1743614,0.1742841
Trackers,FirstBigTest,2022-05-11T15:06:57,0.5663275,-1.043246,6.645336,-0.6881303,0.1944935,0.1881736,1.074424,-1.320228,7.139671,-0.6974614,0.1597645,0.167465,0.7127511,-1.321597,7.33543,-0.6977066,0.1743598,0.1743951
Trackers,FirstBigTest,2022-05-11T15:06:57,0.5609704,-1.043074,6.624741,-0.6879374,0.1950848,0.1886746,1.069828,-1.319904,7.118199,-0.6967281,0.1605443,0.1684295,0.708406,-1.321406,7.314501,-0.6968704,0.1754848,0.1753239
Trackers,FirstBigTest,2022-05-11T15:06:57,0.5386972,-1.043399,6.563675,-0.6869724,0.1969129,0.1901983,1.050102,-1.320281,7.054538,-0.696186,0.1620432,0.1705168,0.6897939,-1.322094,7.252464,-0.6960865,0.1768455,0.1775824
Trackers,FirstBigTest,2022-05-11T15:06:58,0.4908896,-1.043268,6.467872,-0.6867012,0.1986584,0.1924103,1.004289,-1.320569,6.956535,-0.6954418,0.1639469,0.1716911,0.6451474,-1.322505,7.156209,-0.696238,0.177937,0.1794149
Trackers,FirstBigTest,2022-05-11T15:06:58,0.4161324,-1.042606,6.354177,-0.6876622,0.1946039,0.1904608,0.9255472,-1.321965,6.847919,-0.6955497,0.1603562,0.1686415,0.5648857,-1.324822,7.044139,-0.6964366,0.1744875,0.1769211
Trackers,FirstBigTest,2022-05-11T15:06:58,0.3199144,-1.045202,6.22051,-0.6869381,0.2003923,0.1960347,0.8376313,-1.322512,6.70632,-0.6952282,0.1655476,0.1748477,0.4807242,-1.326409,6.908282,-0.6952051,0.1791843,0.1852317
Trackers,FirstBigTest,2022-05-11T15:06:59,0.2136573,-1.046512,6.062916,-0.6779339,0.2305835,0.1740118,0.7389491,-1.323175,6.540205,-0.6947888,0.1702829,0.1805249,0.3858404,-1.327644,6.748138,-0.6932713,0.1841192,0.1941254
Trackers,FirstBigTest,2022-05-11T15:06:59,0.1071374,-1.0478,5.904703,-0.6795065,0.2384619,0.1733571,0.6403009,-1.324468,6.375689,-0.6939396,0.1756158,0.1857478,0.290373,-1.328698,6.58872,-0.6928191,0.188649,0.1993092
Trackers,FirstBigTest,2022-05-11T15:06:59,0.01283878,-1.049285,5.756075,-0.6841456,0.2074835,0.2106127,0.5478169,-1.324197,6.226938,-0.6939749,0.1753792,0.1863902,0.1985049,-1.329417,6.441829,-0.6928167,0.1881893,0.2009554
Trackers,FirstBigTest,2022-05-11T15:07:00,-0.0690441,-1.049935,5.623361,-0.6771815,0.2112004,0.208085,0.4657917,-1.324884,6.094123,-0.6942018,0.1760727,0.1868759,0.1166085,-1.33036,6.309602,-0.6918487,0.1888817,0.2031782
Trackers,FirstBigTest,2022-05-11T15:07:00,-0.1718144,-1.051783,5.475487,-0.6777155,0.218382,0.2068596,0.3679843,-1.327708,5.941026,-0.6930627,0.1798174,0.18998,0.02082633,-1.331413,6.15943,-0.6900309,0.1933205,0.204968
Trackers,FirstBigTest,2022-05-11T15:07:00,-0.2980094,-1.052782,5.302481,-0.6840555,0.2227957,0.2023282,0.2423819,-1.329003,5.769882,-0.6928913,0.1807261,0.1900983,-0.1045265,-1.331594,5.989061,-0.6895032,0.1939666,0.2037792
Trackers,FirstBigTest,2022-05-11T15:07:01,-0.4223771,-1.052955,5.13655,-0.6792164,0.2063514,0.2149063,0.114672,-1.330784,5.607589,-0.6923583,0.1780257,0.1884853,-0.2338011,-1.333986,5.824234,-0.6896163,0.1912853,0.2004215
Trackers,FirstBigTest,2022-05-11T15:07:01,-0.5440275,-1.055202,4.966376,-0.6810332,0.2058941,0.2078526,-0.01177522,-1.33263,5.443645,-0.6940347,0.1752441,0.1840434,-0.3622358,-1.335267,5.65664,-0.6905376,0.1885484,0.1958402
Trackers,FirstBigTest,2022-05-11T15:07:01,-0.6612072,-1.056556,4.795669,-0.6871077,0.2084231,0.1954703,-0.1337683,-1.335106,5.280598,-0.6954814,0.1712864,0.1785675,-0.4868118,-1.336382,5.488678,-0.6917403,0.18542,0.1898242
Trackers,FirstBigTest,2022-05-11T15:07:02,-0.7618925,-1.057378,4.641501,-0.6861742,0.1835672,0.2102678,-0.2438913,-1.336409,5.136291,-0.6969735,0.1647396,0.1722549,-0.6012926,-1.337771,5.337734,-0.6930621,0.1794481,0.1833041
Trackers,FirstBigTest,2022-05-11T15:07:02,-0.8453483,-1.059397,4.504736,-0.6841869,0.1972845,0.1769368,-0.3404694,-1.336746,5.012256,-0.69981,0.156,0.1633812,-0.7023116,-1.338979,5.204522,-0.6958848,0.1696804,0.1746206
Trackers,FirstBigTest,2022-05-11T15:07:02,-0.9151745,-1.058663,4.390734,-0.6873357,0.1832685,0.1777288,-0.4193634,-1.3379,4.907965,-0.7005554,0.1487077,0.1566384,-0.7849458,-1.339853,5.092619,-0.6967254,0.1629837,0.1678214
Trackers,FirstBigTest,2022-05-11T15:07:03,-0.9716143,-1.058839,4.289001,-0.6921834,0.1859426,0.1589987,-0.4871691,-1.339224,4.81697,-0.7012715,0.1414584,0.1486206,-0.8568043,-1.341222,4.992991,-0.6978778,0.1548842,0.1600051
Trackers,FirstBigTest,2022-05-11T15:07:03,-1.018524,-1.058835,4.187741,-0.6951403,0.1697407,0.160975,-0.5439196,-1.339985,4.725938,-0.7027091,0.1343641,0.1410091,-0.9175006,-1.341592,4.893965,-0.699626,0.1481097,0.1517066
Trackers,FirstBigTest,2022-05-11T15:07:03,-1.083435,-1.05918,4.086935,-0.6936768,0.1727805,0.1634313,-0.6044494,-1.338763,4.621127,-0.7025267,0.1360048,0.144561,-0.9767805,-1.34166,4.792048,-0.6988553,0.1495942,0.1557789
Trackers,FirstBigTest,2022-05-11T15:07:04,-1.148046,-1.058435,3.979996,-0.6911274,0.1760769,0.1650734,-0.6656176,-1.340505,4.510285,-0.7009109,0.1390602,0.1460958,-1.036796,-1.342538,4.683139,-0.6977598,0.1527338,0.1572678
Trackers,FirstBigTest,2022-05-11T15:07:04,-1.232536,-1.059355,3.838485,-0.6915029,0.1757884,0.1601372,-0.7546977,-1.344315,4.372291,-0.7010507,0.1380293,0.1425193,-1.127385,-1.3454,4.542248,-0.6981844,0.1517497,0.1528482
Trackers,FirstBigTest,2022-05-11T15:07:04,-1.340029,-1.059154,3.691911,-0.6983712,0.1771198,0.1621321,-0.8585569,-1.34318,4.223335,-0.700445,0.137545,0.1459297,-1.229854,-1.346603,4.394598,-0.6978997,0.1511609,0.1559101
Trackers,FirstBigTest,2022-05-11T15:07:05,-1.426617,-1.058992,3.556717,-0.6912462,0.1770769,0.155682,-0.9485754,-1.342024,4.090727,-0.7005655,0.1336575,0.1443724,-1.321867,-1.347035,4.258638,-0.6981958,0.1470533,0.1543653
Trackers,FirstBigTest,2022-05-11T15:07:05,-1.494225,-1.059708,3.419119,-0.6912382,0.1647382,0.1584872,-1.024248,-1.343061,3.960945,-0.7016466,0.1288682,0.139063,-1.400126,-1.348433,4.122589,-0.699626,0.1420232,0.1492345
Trackers,FirstBigTest,2022-05-11T15:07:05,-1.536069,-1.060663,3.277489,-0.6918596,0.169415,0.1522247,-1.068253,-1.343533,3.822005,-0.7030088,0.1285364,0.1380119,-1.443915,-1.347702,3.98175,-0.7009017,0.1410798,0.1485967
Trackers,FirstBigTest,2022-05-11T15:07:06,-1.566336,-1.059691,3.160334,-0.6865501,0.1711942,0.1679727,-1.085425,-1.343247,3.692511,-0.701314,0.1376209,0.1463256,-1.457611,-1.347082,3.860754,-0.6984138,0.1505418,0.1568122
Trackers,FirstBigTest,2022-05-11T15:07:06,-1.591043,-1.060013,3.051146,-0.6822511,0.1889097,0.1637506,-1.098873,-1.342527,3.574015,-0.6998752,0.145056,0.152946,-1.468241,-1.345567,3.749026,-0.6983073,0.1575818,0.1639619
Trackers,FirstBigTest,2022-05-11T15:07:06,-1.619041,-1.060595,2.952419,-0.6887447,0.1846917,0.1738523,-1.122484,-1.341558,3.472039,-0.7003331,0.1465745,0.1563841,-1.490095,-1.345995,3.64983,-0.698073,0.1595199,0.1674989
Trackers,FirstBigTest,2022-05-11T15:07:07,-1.651546,-1.062938,2.875328,-0.6916389,0.194042,0.174576,-1.147858,-1.342277,3.389659,-0.700136,0.1512554,0.16189,-1.51284,-1.345976,3.571823,-0.6977523,0.1645402,0.1727177
Trackers,FirstBigTest,2022-05-11T15:07:07,-1.684093,-1.063594,2.826002,-0.688128,0.1985585,0.1877483,-1.166836,-1.342358,3.326095,-0.6982747,0.1606742,0.1708428,-1.5271,-1.346771,3.518105,-0.6962655,0.1734637,0.1815892
Trackers,FirstBigTest,2022-05-11T15:07:07,-1.701637,-1.064191,2.794173,-0.6870872,0.20338,0.191279,-1.17887,-1.342915,3.288971,-0.6979236,0.165144,0.1748551,-1.536849,-1.346369,3.484613,-0.6958939,0.1768485,0.1859967
Trackers,FirstBigTest,2022-05-11T15:07:08,-1.715709,-1.064678,2.76548,-0.6865956,0.205204,0.1940222,-1.189735,-1.342766,3.256949,-0.6968113,0.1669888,0.1766741,-1.546628,-1.346772,3.454926,-0.6957552,0.1801683,0.187361
Trackers,FirstBigTest,2022-05-11T15:07:08,-1.721578,-1.064778,2.746561,-0.6872315,0.2053109,0.1938967,-1.196208,-1.343021,3.238697,-0.6968933,0.1666742,0.1760829,-1.553114,-1.346068,3.436614,-0.6956702,0.1799471,0.1867386
Trackers,FirstBigTest,2022-05-11T15:07:08,-1.722573,-1.064814,2.742326,-0.6870794,0.2046521,0.1939189,-1.197863,-1.343189,3.234721,-0.6968999,0.1658418,0.1757114,-1.554873,-1.346406,3.432408,-0.6956988,0.1797628,0.1866488
Trackers,FirstBigTest,2022-05-11T15:07:09,-1.724387,-1.06479,2.736589,-0.6873224,0.2040084,0.193753,-1.200297,-1.343138,3.229233,-0.6969866,0.1656251,0.1754661,-1.557701,-1.345948,3.42682,-0.6950448,0.1797697,0.1860801
Trackers,FirstBigTest,2022-05-11T15:07:09,-1.728536,-1.065209,2.726939,-0.6875629,0.2040008,0.1941052,-1.204015,-1.343171,3.21939,-0.6968843,0.165719,0.1755763,-1.561372,-1.346351,3.416983,-0.6957822,0.1791349,0.1860237
Trackers,FirstBigTest,2022-05-11T15:07:09,-1.730725,-1.065139,2.724201,-0.6876486,0.2041731,0.1945545,-1.20588,-1.343468,3.216185,-0.6971644,0.1664431,0.1760899,-1.562882,-1.346343,3.413576,-0.6961782,0.1788119,0.1868212
Trackers,FirstBigTest,2022-05-11T15:07:10,-1.730922,-1.064916,2.724741,-0.687776,0.2049082,0.1945049,-1.206033,-1.343261,3.215808,-0.6971487,0.1663888,0.1764361,-1.562495,-1.346963,3.414021,-0.6967244,0.1781678,0.1876846
Trackers,FirstBigTest,2022-05-11T15:07:10,-1.732594,-1.064841,2.723563,-0.6874856,0.2049237,0.1954671,-1.207243,-1.343192,3.214229,-0.696692,0.1664573,0.176628,-1.564128,-1.346527,3.412563,-0.6962042,0.1780577,0.1885538
Trackers,FirstBigTest,2022-05-11T15:07:10,-1.733307,-1.06494,2.723348,-0.6875263,0.2052832,0.1952724,-1.207733,-1.343488,3.213237,-0.6967481,0.166858,0.1771543,-1.564506,-1.347166,3.411675,-0.6964619,0.1782159,0.1886166
Trackers,FirstBigTest,2022-05-11T15:07:11,-1.733173,-1.065034,2.723576,-0.6875102,0.204995,0.1952233,-1.20759,-1.343408,3.213208,-0.696954,0.1668909,0.17724,-1.564095,-1.346648,3.411943,-0.6958266,0.1783389,0.18915
Trackers,FirstBigTest,2022-05-11T15:07:11,-1.733307,-1.064888,2.722701,-0.6874555,0.2051632,0.1947821,-1.207902,-1.343476,3.212412,-0.697059,0.1671068,0.1773789,-1.564429,-1.34643,3.411051,-0.6959195,0.1784328,0.1887928
Trackers,FirstBigTest,2022-05-11T15:07:11,-1.733755,-1.064864,2.72086,-0.6876091,0.2048413,0.1936888,-1.209496,-1.343458,3.211271,-0.6973149,0.1666022,0.1762918,-1.566315,-1.346597,3.409381,-0.6950982,0.1788629,0.1879647
Trackers,FirstBigTest,2022-05-11T15:07:12,-1.730896,-1.064921,2.726439,-0.6876805,0.2037187,0.193288,-1.208017,-1.343505,3.218159,-0.6973213,0.16539,0.1752122,-1.565491,-1.346796,3.415098,-0.6958418,0.1773337,0.1868395
Trackers,FirstBigTest,2022-05-11T15:07:12,-1.73243,-1.06464,2.722561,-0.6880255,0.2025428,0.1924845,-1.210616,-1.343589,3.215089,-0.6975757,0.1639624,0.1742832,-1.568889,-1.346553,3.411366,-0.6966492,0.1758038,0.1860244
Trackers,FirstBigTest,2022-05-11T15:07:12,-1.731658,-1.064901,2.72533,-0.6884809,0.2008352,0.1900108,-1.212754,-1.343572,3.220702,-0.6974242,0.1619902,0.1725091,-1.571905,-1.346659,3.415129,-0.6970446,0.1746216,0.1832244
Trackers,FirstBigTest,2022-05-11T15:07:13,-1.731871,-1.064984,2.724189,-0.6884416,0.2007028,0.189806,-1.212963,-1.343848,3.219775,-0.6977809,0.1624408,0.1724932,-1.571757,-1.346766,3.414122,-0.6966266,0.1751261,0.1827859
Trackers,FirstBigTest,2022-05-11T15:07:13,-1.732368,-1.064815,2.723597,-0.6887417,0.1999357,0.1893069,-1.214114,-1.343661,3.220248,-0.6973517,0.1616619,0.1717401,-1.573658,-1.346938,3.413635,-0.6966751,0.1748767,0.1822797
Trackers,FirstBigTest,2022-05-11T15:07:13,-1.731732,-1.064852,2.725576,-0.6883392,0.2003784,0.1896498,-1.212848,-1.343625,3.221453,-0.6973271,0.1620236,0.1721285,-1.572247,-1.34686,3.415594,-0.6966,0.1750065,0.1825977
Trackers,FirstBigTest,2022-05-11T15:07:14,-1.731865,-1.064897,2.724651,-0.6883559,0.2002536,0.1894758,-1.213327,-1.343784,3.220694,-0.6975968,0.1618234,0.1723233,-1.572382,-1.346852,3.415112,-0.6969411,0.1741692,0.1826754
Trackers,FirstBigTest,2022-05-11T15:07:14,-1.731898,-1.064918,2.724237,-0.6883895,0.1998892,0.1895873,-1.21382,-1.343784,3.22085,-0.697456,0.1617841,0.1721212,-1.572906,-1.346863,3.414829,-0.696894,0.1748583,0.1818166
Trackers,FirstBigTest,2022-05-11T15:07:14,-1.732169,-1.065008,2.724457,-0.6882626,0.1998875,0.1896049,-1.213795,-1.344019,3.221259,-0.6978613,0.161823,0.1722537,-1.572779,-1.346898,3.415037,-0.6972302,0.1745015,0.1819599
Trackers,FirstBigTest,2022-05-11T15:07:15,-1.732179,-1.064888,2.723468,-0.6886823,0.199953,0.1892887,-1.214213,-1.343879,3.22041,-0.69779,0.1618989,0.1719557,-1.573334,-1.346718,3.414465,-0.6965899,0.1751176,0.1815614
Trackers,FirstBigTest,2022-05-11T15:07:15,-1.732233,-1.06504,2.723552,-0.6885268,0.1996884,0.1890534,-1.214585,-1.343981,3.220556,-0.6979212,0.1614454,0.1715653,-1.574221,-1.346824,3.414594,-0.6969028,0.174739,0.1812387
Trackers,FirstBigTest,2022-05-11T15:07:15,-1.732216,-1.06504,2.724404,-0.6888018,0.1989948,0.1878302,-1.215583,-1.344172,3.222775,-0.6976863,0.1602921,0.1710668,-1.575707,-1.346695,3.415706,-0.6973574,0.1738351,0.1808218
Trackers,FirstBigTest,2022-05-11T15:07:16,-1.731478,-1.065118,2.72628,-0.6887079,0.1994269,0.187922,-1.214352,-1.34393,3.223957,-0.6975949,0.1604008,0.1715769,-1.573831,-1.347347,3.417615,-0.6974948,0.1742291,0.1808786
Trackers,FirstBigTest,2022-05-11T15:07:16,-1.732345,-1.065205,2.723828,-0.6888702,0.1995257,0.1873282,-1.21555,-1.343934,3.222085,-0.697472,0.1598471,0.171317,-1.575118,-1.347091,3.415629,-0.6976942,0.1735349,0.1807465
