Device,TestName,Date,X-Position,Y-Position,Z-Position,X-Rotation,Y-Rotation,Z-Rotation
Focus3,FirstBigTest,2022-05-11T15:07:46,-0.0645773,1.247366,1.366884,0.06256805,-0.04406239,-0.0004069346
Focus3,FirstBigTest,2022-05-11T15:07:46,-0.06463535,1.247337,1.367448,0.06295723,-0.04488708,2.964567E-05
Focus3,FirstBigTest,2022-05-11T15:07:47,-0.06024482,1.247121,1.378131,0.06204566,-0.06791113,-0.001119904
Focus3,FirstBigTest,2022-05-11T15:07:47,-0.04238158,1.247143,1.401342,0.06280012,-0.14679,-0.004133272
Focus3,FirstBigTest,2022-05-11T15:07:47,-0.03222141,1.246756,1.41802,0.06336444,-0.2444981,-0.0110387
Focus3,FirstBigTest,2022-05-11T15:07:48,-0.02911805,1.245861,1.438972,0.06481791,-0.3317809,-0.01768077
Focus3,FirstBigTest,2022-05-11T15:07:48,-0.02932096,1.248609,1.477495,0.0607514,-0.4004045,-0.02006502
Focus3,FirstBigTest,2022-05-11T15:07:48,-0.03653262,1.255679,1.516155,0.06218715,-0.4676053,-0.02451519
Focus3,FirstBigTest,2022-05-11T15:07:49,-0.04920699,1.256486,1.541091,0.06149678,-0.5409329,-0.02473974
Focus3,FirstBigTest,2022-05-11T15:07:49,-0.07093899,1.253469,1.580897,0.05836631,-0.6209779,-0.03684645
Focus3,FirstBigTest,2022-05-11T15:07:49,-0.08787151,1.253357,1.612298,0.05533484,-0.7030515,-0.03450209
Focus3,FirstBigTest,2022-05-11T15:07:50,-0.09691513,1.25404,1.639663,0.05123591,-0.7800522,-0.04152254
Focus3,FirstBigTest,2022-05-11T15:07:50,-0.1003279,1.25446,1.671988,0.04712254,-0.8416312,-0.03951716
Focus3,FirstBigTest,2022-05-11T15:07:50,-0.1101528,1.254736,1.703282,-0.04200208,0.8867679,0.04776794
Focus3,FirstBigTest,2022-05-11T15:07:51,-0.1244417,1.257998,1.734264,-0.04026502,0.9111952,0.04489499
Focus3,FirstBigTest,2022-05-11T15:07:51,-0.125007,1.26253,1.757003,-0.03567017,0.9295825,0.0452853
Focus3,FirstBigTest,2022-05-11T15:07:51,-0.1082156,1.264132,1.766762,-0.03099305,0.9488832,0.04837006
Focus3,FirstBigTest,2022-05-11T15:07:52,-0.1013998,1.264042,1.727833,-0.02817967,0.9734794,0.04596432
Focus3,FirstBigTest,2022-05-11T15:07:52,-0.07964889,1.263475,1.643965,-0.02305444,0.9882271,0.05108426
Focus3,FirstBigTest,2022-05-11T15:07:52,-0.06719034,1.263131,1.574517,-0.01541474,0.9964751,0.0502006
Focus3,FirstBigTest,2022-05-11T15:07:53,-0.05696391,1.259238,1.532908,-0.01305746,0.9987485,0.04778894
Focus3,FirstBigTest,2022-05-11T15:07:53,-0.05134416,1.246043,1.497912,-0.01187277,0.9983031,0.05104919
Focus3,FirstBigTest,2022-05-11T15:07:53,-0.04407247,1.24568,1.464916,-0.01230208,0.9984608,0.04860404
